,open,high,low,close,volume,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,T3,FAMA,MAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,FastD,FastK,FastD,FastK,RSI,CMO,APO,WILLR,ADX,ADXR,CCI,Aroon Down,Aroon Up,AROONOSC,MFI,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,ULTOSC,MOM,ROC,ROCR,TRIX,BOP,TRANGE,SAR,ATR,NATR,Chaikin A/D,ADOSC,OBV,target1d,target1w,target1m
2012-06-11,587.72,588.5,570.63,571.17,21116600,17.4402,17.4041,17.4396,17.5012,17.5654,17.3794,17.0131,17.2889,10.8903,15.0389,0.1919,0.2668,-0.0749,73.9107,74.1017,74.1017,42.5588,78.972,36.916,51.701,3.4021,0.1919,-43.325,15.2507,19.1567,80.1561,50,100,50,76.8445,16.3377,19.1434,26.6201,0.8159,1.1346,48.4848,0.2711,1.5793,1.0158,0.0422,-0.9261,0.5456,16.5262,0.4262,2.444,71169234455.1489,22472113.04,92549332508,0.01601974893639388,-0.01204545056638128,-0.0011380149517656343
2012-06-12,574.46,576.62,566.7,576.16,15549300,17.452,17.4382,17.4672,17.5456,17.6065,17.3961,17.0192,17.3363,10.9112,15.0644,0.2066,0.2163,-0.0097,73.3012,62.6946,62.6946,46.3478,60.9647,45.9783,55.123,10.246,0.2066,-30.85,14.6151,18.2598,28.1357,40,90,50,67.7125,8.8944,20.6417,24.6721,0.8543,1.0211,58.6979,0.1188,0.6797,1.0068,0.0596,0.1714,0.3029,16.5983,0.4139,2.3527,71564237228.6889,77340297.2264,92984713343,-0.008660788669813957,-0.023135934462649138,-0.01640169397389602
2012-06-13,574.52,578.48,570.38,572.16,10485000,17.4306,17.444,17.4704,17.5364,17.5742,17.4231,17.0276,17.3794,10.932,15.0885,0.2286,0.1739,0.0548,58.2602,37.9842,37.9842,25.0459,28.3031,2.0151,51.851,3.702,0.2286,-40.85,14.3396,17.7009,37.568,30,80,50,65.9643,11.8599,19.3565,24.5656,0.7689,0.9758,51.5417,-0.214,-1.2104,0.9879,0.0703,-0.2914,0.2473,16.6668,0.3972,2.2738,71399687286.8207,40398636.7786,92691133050,0.006991051454138703,-0.0012234340044741537,-0.024363814317673278
2012-06-14,571.24,573.5,567.26,571.53,12341900,17.4117,17.4451,17.474,17.5217,17.5397,17.4577,17.0346,17.4161,10.9529,15.1121,0.2228,0.1128,0.11,43.954,31.1832,31.1832,22.156,15.9978,0.0,51.3179,2.6359,0.2228,-42.425,13.4518,16.4039,8.3761,20,70,50,56.6287,5.4619,20.907,23.3227,0.7873,0.8782,53.3953,-0.1893,-1.0732,0.9893,0.0754,0.0465,0.1905,16.7319,0.3766,2.1579,71527062151.102,62141901.8868,92345559505,0.0011023043409794683,0.0003324409917240645,-0.032124297937116186
2012-06-15,571.0,574.62,569.55,574.13,11973400,17.4518,17.4605,17.4955,17.5358,17.5494,17.4922,17.0646,17.4476,10.9739,15.1363,0.2042,0.0519,0.1523,32.0874,27.0948,27.0948,34.0826,19.8716,57.5997,53.5097,7.0193,0.2042,-35.925,12.8637,16.1018,29.2934,10,60,50,67.3739,7.5705,19.9937,23.2689,0.7085,0.8246,52.9309,0.4012,2.3423,1.0234,0.0792,0.6174,0.1548,16.7938,0.3544,2.0216,71797514841.1219,151440738.8114,92680815040,-0.004528591085642664,0.010781530315433881,-0.048865239579886005
2012-06-18,570.96,587.89,570.37,585.78,15729000,17.5175,17.5378,17.5743,17.6626,17.7142,17.5219,17.1453,17.4828,10.9948,15.1638,0.2067,0.0263,0.1804,35.6795,48.7603,48.7603,90.0425,52.5332,100.0,62.0221,24.0443,0.2067,-9.0156,14.4324,16.8789,170.5373,0,50,50,80.3151,28.5505,17.122,30.8056,0.6377,1.1473,59.9984,0.6561,3.8083,1.0381,0.0939,0.8459,0.5349,16.8525,0.3724,2.0824,72131846202.5264,280582901.7445,93121227480,-0.01988801256444395,-0.024941104168800597,-0.09501860766840789
2012-06-19,583.4,590.0,583.1,587.41,12907300,17.5925,17.6101,17.6503,17.7713,17.8434,17.556,17.2411,17.5254,11.0158,15.1915,0.2496,0.0496,0.2,48.9223,70.9118,70.9118,88.6104,85.8666,100.0,63.0733,26.1465,0.2496,-10.5714,16.1197,17.0776,193.8498,0,100,100,80.2602,31.3053,16.1095,30.7923,0.5739,1.097,55.887,0.7505,4.3672,1.0437,0.1143,0.5812,0.2107,16.9083,0.3563,1.9864,72221935505.245,336571028.1964,93482632241,-0.002774893175124692,-0.019151870073713422,-0.09708721336034452
2012-06-20,588.21,589.25,580.8,585.741,12819400,17.6361,17.6599,17.7033,17.8326,17.901,17.5903,17.2829,17.5738,11.0368,15.2184,0.2719,0.0541,0.2178,68.7711,86.6412,86.6412,81.2709,94.5402,83.6207,61.1478,22.2956,0.2719,-18.279,17.0524,16.6815,122.7748,0,90,90,70.7348,25.4473,16.9369,28.4991,0.5868,0.9873,64.8176,0.436,2.499,1.025,0.1336,-0.2922,0.258,16.9747,0.3464,1.9371,72282764756.7118,348232657.3755,93123688683,0.002849382235493132,-0.02318601566221251,-0.04176077822791987
2012-06-21,585.44,588.22,577.44,577.67,11655400,17.6543,17.6559,17.7036,17.794,17.8215,17.6302,17.2891,17.6196,11.0578,15.2426,0.2809,0.0516,0.2292,75.8052,69.8626,69.8626,39.7066,61.2069,0.0,52.5313,5.0626,0.2809,-52.9185,17.0448,16.0874,47.0379,30,80,50,61.8085,16.9762,18.2958,25.7778,0.6307,0.8886,56.4575,0.1817,1.0407,1.0104,0.1413,-0.7208,0.3291,17.037,0.3447,1.9544,71970339177.0452,221937670.5662,92797337157,0.013971644710647994,-0.01062890577665447,-0.035833607422923006
2012-06-22,579.04,582.19,575.42,582.1,10159700,17.6597,17.6772,17.7253,17.8076,17.8239,17.6784,17.2927,17.6616,11.0789,15.2679,0.2657,0.0282,0.2374,72.2494,60.2443,60.2443,59.7555,39.7516,35.6341,56.2878,12.5757,0.2657,-33.9056,16.5331,15.8919,24.5692,20,70,50,53.6246,11.9275,19.0168,24.1676,0.6293,0.7997,61.5858,0.0543,0.3067,1.0031,0.1457,0.452,0.2067,17.0957,0.3309,1.8618,72247247554.266,238202598.663,93081809041,-0.007610376224016601,-0.013691805531695632,-0.019824772375880564
2012-06-25,577.3,579.8,570.37,570.765,10870800,17.6585,17.6317,17.6829,17.7012,17.6647,17.7176,17.2934,17.691,11.0999,15.2895,0.2155,-0.0229,0.2384,54.6439,33.8248,33.8248,2.0122,11.878,0.0,45.9498,-8.1004,0.2155,-82.5536,14.8853,14.7502,-55.523,10,60,50,41.127,0.0549,21.5969,21.5732,0.7205,0.7198,53.9195,-0.0124,-0.0709,0.9993,0.1351,-0.693,0.3581,17.1508,0.3336,1.9144,71968364567.7879,134466155.4902,92777426337,0.01985931162562532,0.02630679877007172,-0.009539828125410522
2012-06-26,571.33,574.49,567.33,572.025,9876300,17.6458,17.6015,17.6479,17.6336,17.5732,17.7263,17.2957,17.7062,11.121,15.3113,0.1455,-0.0837,0.2292,40.5993,27.7288,27.7288,21.4188,14.5076,7.8886,47.1487,-5.7026,0.1455,-79.0457,14.0701,14.2048,-81.245,0,50,50,43.0851,6.7333,23.0127,20.1091,0.7413,0.6478,52.8508,-0.1263,-0.7177,0.9928,0.1178,0.0971,0.2186,17.2026,0.3221,1.8444,72054492610.6745,107208700.9752,93053963013,-0.0022027009309033537,0.026895677636466924,-0.017018486954241536
2012-06-27,575.0,576.74,571.92,574.5,7249900,17.653,17.5905,17.6288,17.6078,17.5462,17.7121,17.298,17.71,11.1421,15.3336,0.1384,-0.0814,0.2198,26.9349,19.2512,19.2512,34.3226,14.3641,35.2038,49.5892,-0.8217,0.1384,-68.1618,12.7804,13.1161,-43.186,10,40,30,41.509,1.1737,21.9009,21.3928,0.6672,0.6517,47.5865,0.0714,0.409,1.0041,0.1003,-0.1037,0.1472,17.2513,0.3046,1.7367,72068811929.5209,90867825.4907,93256960415,-0.004308093994778108,0.019566579634464728,-0.0038816362053960283
2012-06-28,571.67,574.0,565.61,569.05,10101300,17.6454,17.5513,17.5782,17.5333,17.4541,17.6753,17.2987,17.7015,11.1631,15.354,0.1061,-0.1028,0.2089,24.1588,25.4964,25.4964,20.7479,14.3641,0.0,44.5554,-10.8893,0.1061,-85.8959,12.9998,12.9317,-101.6656,100,30,-70,42.3267,14.9743,26.3221,19.4656,0.7931,0.5865,44.6093,-0.0757,-0.4339,0.9957,0.0778,-0.3123,0.2714,18.0143,0.3013,1.7342,72017908069.0157,59725527.5871,92974123733,0.009577365785080477,0.01514805377383359,0.017784026008259388
2012-06-29,578.0,584.0,574.25,584.0,15053600,17.6756,17.6022,17.612,17.6291,17.601,17.6342,17.3121,17.6928,11.1842,15.3787,0.1205,-0.0789,0.1993,32.1459,51.6902,51.6902,100.0,45.0679,100.0,57.6563,15.3126,0.1205,-24.6002,12.4716,13.452,31.5281,90,20,-70,43.9386,7.7177,22.5298,26.2982,0.7138,0.8332,54.4199,0.3014,1.7191,1.0172,0.0698,0.6154,0.4565,18.0069,0.3168,1.7768,72439409290.0157,175669928.0731,93395624954,-0.02559931506849323,-0.0032534246575342076,-0.010736301369862982
2012-07-02,584.73,593.47,583.6,592.52,14289000,17.6961,17.6911,17.6876,17.7859,17.8184,17.6072,17.3258,17.6956,11.2053,15.4059,0.142,-0.0454,0.1874,49.8775,72.446,72.446,96.5901,66.6667,100.0,63.1673,26.3346,0.142,-3.4099,13.5831,14.8514,125.4723,80,100,20,43.3373,23.5867,20.3763,32.9555,0.6424,1.039,62.963,0.2058,1.1506,1.0115,0.079,0.7893,0.3014,17.2696,0.3153,1.7427,72762482889.4937,309927880.0992,93795717354,-0.014379261459528761,-0.036716060217376625,-0.053213393640720946
2012-07-03,594.88,600.0,594.0,599.41,8632600,17.7328,17.8021,17.7977,17.9705,18.0573,17.6232,17.3559,17.7178,11.2265,15.4348,0.1627,-0.0126,0.1752,74.1426,98.2915,98.2915,98.2844,100.0,100.0,67.0237,34.0474,0.1627,-1.7156,15.473,16.2627,176.1811,70,100,30,41.21,32.4822,18.8584,37.0037,0.5782,1.1345,63.8243,0.3664,2.0429,1.0204,0.1034,0.755,0.2284,17.2782,0.3066,1.6752,72956659032.5288,398459644.1575,94037430395,-0.011494636392452556,-0.04568659181528502,-0.058590947765302555
2012-07-05,600.56,614.34,599.65,609.94,17299400,17.8067,17.9514,17.9596,18.2113,18.3572,17.691,17.4426,17.7668,11.2477,15.4667,0.1799,0.0159,0.164,88.6731,95.2817,95.2817,90.9707,100.0,100.0,72.0016,44.0032,0.1799,-9.0293,18.6675,17.8562,176.9167,60,100,40,54.9899,47.4181,16.1846,45.3751,0.5204,1.4589,71.0485,0.7389,4.1313,1.0413,0.1443,0.6385,0.4559,17.299,0.3215,1.7264,73150874137.9672,460249295.352,94521814079,-0.017263993179657156,-0.05810407581073557,-0.07723710528904484
2012-07-06,607.09,608.44,601.58,605.88,14961800,17.8928,18.051,18.0855,18.3451,18.4925,17.8078,17.5426,17.8376,11.2689,15.497,0.1956,0.0393,0.1562,94.3191,89.3842,89.3842,78.8975,89.8376,69.5128,67.6281,35.2562,0.1956,-17.361,21.5426,19.0378,111.1166,50,90,40,53.1857,47.4181,14.8727,41.6969,0.4683,1.313,69.46,0.8613,4.8834,1.0488,0.1855,-0.1764,0.2553,17.3427,0.3149,1.7022,73257133558.3625,477495850.4799,94102883261,0.006700996897075426,-0.0607876147091834,-0.0568099293589489
2012-07-09,605.3,613.9,604.11,613.89,13550200,17.9899,18.177,18.2402,18.5207,18.6818,17.9637,17.6695,17.9289,11.2902,15.5295,0.2247,0.0674,0.1573,91.378,89.4681,89.4681,98.5361,87.6884,93.5526,71.432,42.8641,0.2247,-0.9235,24.6254,19.7553,105.7293,40,80,40,62.921,52.3708,13.4537,43.0398,0.4215,1.3484,72.0448,0.9706,5.4613,1.0546,0.2304,0.8774,0.2989,17.3852,0.3133,1.6715,73635764448.5968,561616010.7904,94482289240,-0.013047940184723633,-0.04868950463438073,-0.06869308833830158
2012-07-10,617.97,619.87,605.31,608.21,18284200,18.1042,18.2485,18.3457,18.5882,18.7168,18.1336,17.8114,18.0309,11.3116,15.5599,0.247,0.0784,0.1685,85.4354,77.454,77.454,54.9285,54.3551,0.0,65.379,30.758,0.247,-21.4891,27.889,20.9795,87.3518,30,100,70,73.4094,57.2615,11.6214,42.7624,0.3793,1.3959,66.6557,1.1433,6.5605,1.0656,0.2658,-0.6703,0.4446,17.4264,0.3264,1.7578,73327745695.0175,446966835.6158,93970331129,0.009338879663274116,-0.02579701090084026,-0.04585587214942205
2012-07-11,606.12,607.66,597.22,604.43,16761500,18.2031,18.286,18.4095,18.5947,18.6745,18.2866,17.8866,18.1329,11.3329,15.5889,0.2566,0.075,0.1817,76.2292,61.7656,61.7656,31.8322,31.1842,0.0,61.524,23.048,0.2566,-28.4556,28.7205,20.7504,40.8923,20,90,70,69.3801,36.2036,17.9762,38.3787,0.5884,1.2563,63.1823,0.9894,5.665,1.0566,0.2874,-0.1619,0.3356,17.4864,0.3273,1.7737,73506663647.6511,416359991.0991,93501008660,0.006253825918634229,-0.00830534553215423,-0.05502705027877503
2012-07-12,600.24,603.47,592.68,598.9,15287200,18.2776,18.286,18.4246,18.5386,18.558,18.4004,17.9146,18.2241,11.3544,15.6158,0.2859,0.0842,0.2016,58.5884,36.5456,36.5456,22.8761,-0.0,0.0,56.1429,12.2857,0.2859,-38.6473,28.4192,20.7095,5.7736,10,80,70,60.5553,25.7077,20.2192,34.2124,0.6682,1.1306,61.8122,0.745,4.2472,1.0425,0.292,-0.1242,0.3588,17.544,0.3305,1.8073,73572119564.7547,386814983.6844,93072966632,0.009233594924027339,0.018433795291367638,-0.03796961095341461
2012-07-13,602.95,607.19,600.0,604.97,11122400,18.3873,18.3197,18.4598,18.554,18.5548,18.4772,17.9855,18.304,11.3758,15.6444,0.3303,0.1054,0.225,43.8714,33.3029,33.3029,45.2004,9.2165,27.6495,60.3702,20.7405,0.3303,-32.6611,28.6351,20.5534,28.5815,0,70,70,67.5794,30.5782,18.6335,35.0485,0.6014,1.1312,60.3797,1.0967,6.3123,1.0631,0.2913,0.2809,0.2531,17.5992,0.3227,1.7472,73691233007.6628,377463123.0597,93384394143,-0.01003355538291163,0.0015042068201728484,-0.05423409425260766
2012-07-16,605.12,611.62,605.02,606.91,10759300,18.4573,18.3581,18.4859,18.5811,18.5726,18.5094,18.0315,18.3737,11.3973,15.6732,0.3715,0.121,0.2505,36.6619,40.1373,40.1373,52.3354,29.2068,59.9709,61.6818,23.3637,0.3715,-35.732,29.3835,21.4833,55.8995,0,60,60,66.7406,36.1195,17.4161,37.111,0.5412,1.1533,58.3045,0.6995,3.9229,1.0392,0.2882,0.2712,0.203,17.6523,0.3108,1.6771,73562512526.0411,298366015.6463,93685654844,-0.0031965200771118304,0.011500881514557379,-0.058295299138257727
2012-07-17,610.79,611.5,603.15,606.94,10486600,18.5013,18.3896,18.4994,18.5979,18.5789,18.5099,18.0579,18.4338,11.4188,15.7018,0.4366,0.1557,0.2809,43.683,57.6087,57.6087,75.2904,62.5401,100.0,61.7036,23.4073,0.4366,-47.5542,29.5659,22.5195,34.221,0,50,50,58.2497,31.2074,17.832,34.0108,0.5442,1.038,57.3813,0.4403,2.4337,1.0243,0.2821,-0.4611,0.2549,17.7033,0.3052,1.6469,73535435721.0027,230268577.7698,93979279937,-4.942827956649158e-05,0.0020924638349754205,-0.054058061752397364
2012-07-18,606.59,608.34,603.56,606.26,9025000,18.5222,18.4117,18.5011,18.6001,18.5683,18.4964,18.0686,18.4842,11.4404,15.7299,0.4521,0.1409,0.3111,54.7293,66.442,66.442,71.7001,81.4373,84.341,60.8329,21.6657,0.4521,-50.0552,29.7301,24.1988,-2.6578,60,40,-20,51.8441,31.2074,16.9323,32.2948,0.4898,0.9342,53.7208,0.2091,1.1428,1.0114,0.2726,-0.069,0.1459,17.7522,0.2893,1.5627,73568212741.2858,191906079.8405,93726579685,0.0011216309834065643,-0.003018506911226274,-0.03378088608847692
2012-07-19,611.28,615.35,606.0,614.32,15602200,18.5356,18.4744,18.5438,18.68,18.668,18.4934,18.0793,18.531,11.462,15.7602,0.4627,0.1219,0.3408,68.0481,80.0935,80.0935,93.2899,94.7803,100.0,66.9714,33.9427,0.4627,-20.4119,30.8623,26.2024,111.6834,50,30,-20,51.2768,41.0522,15.259,36.5124,0.4408,1.0548,62.049,0.1337,0.7181,1.0072,0.2685,0.3251,0.2855,17.7992,0.2889,1.5402,73908824959.8369,267142938.4229,94163441721,-0.013120197942440516,-0.025100924599557352,-0.043804531840083476
2012-07-20,613.03,614.44,603.7,604.3,14195400,18.5307,18.4702,18.5284,18.6348,18.5916,18.5009,18.0819,18.5691,11.4836,15.7871,0.4374,0.073,0.3645,68.2247,58.1387,58.1387,9.4262,61.447,0.0,55.0531,10.1063,0.4374,-57.2637,31.1819,27.9036,15.1476,40,20,-20,51.5476,34.0582,15.9485,32.423,0.467,0.9493,53.6972,-0.0482,-0.2608,0.9974,0.256,-0.8128,0.3279,17.8443,0.2928,1.5869,73555763597.2144,161298225.3337,93765970124,0.01658116829389392,0.001108720834022957,-0.03071156710243252
2012-07-23,594.4,605.9,587.71,603.83,17427700,18.5,18.4641,18.5113,18.5938,18.5298,18.5063,18.0972,18.5964,11.5052,15.8136,0.3839,0.0043,0.3797,63.9704,53.6791,53.6791,58.3213,33.3333,0.0,54.5472,9.0944,0.3839,-49.8756,28.3706,28.1298,-120.9971,100,10,-90,40.3855,3.0688,28.4745,26.7789,0.9085,0.8544,60.0228,-0.3072,-1.6387,0.9836,0.2379,0.5184,0.5554,17.8876,0.3191,1.7305,73932677507.0283,223261793.5259,93277994037,0.0007783647715415159,0.005100773396485645,-0.043323451964957155
2012-07-24,607.38,609.68,598.51,600.92,20183300,18.4778,18.4429,18.4836,18.5318,18.446,18.5126,18.105,18.6109,11.5269,15.8389,0.3399,-0.0491,0.3889,50.1105,38.5135,38.5135,47.7931,-0.0,0.0,51.3038,2.6076,0.3399,-52.2069,25.9256,27.323,-36.1874,90,0,-90,41.0838,3.9204,25.4516,27.5286,0.8176,0.8844,54.2238,-0.2226,-1.1986,0.988,0.2139,-0.5783,0.3411,17.9291,0.3213,1.7509,73611406752.3353,126091486.4271,92712861072,0.004842574718764698,0.010017972442255368,-0.03131864474472465
2012-07-25,574.46,580.8,570.0,574.97,31332600,18.3878,18.2816,18.3159,18.2222,18.0308,18.4883,18.0368,18.5947,11.5486,15.8561,0.2535,-0.1318,0.3853,43.7391,39.0245,39.0245,10.9592,-0.0,0.0,32.2836,-35.4328,0.2535,-89.0408,26.7066,27.5629,-267.6878,100,60,-40,37.589,33.7361,41.8833,20.7524,1.6064,0.7959,45.1811,-0.8995,-4.874,0.9513,0.1615,0.0472,0.9441,18.9264,0.3835,2.1847,73541546589.0574,52648900.9867,91835547395,0.04513278953684528,0.05442023062072797,-0.0073134250482634585
2012-07-26,579.76,580.4,570.36,574.88,14522600,18.3145,18.149,18.1641,17.9921,17.7556,18.4221,17.9867,18.545,11.5702,15.8731,0.1834,-0.1856,0.369,33.5942,23.2445,23.2445,10.9811,-0.0,0.0,32.2376,-35.5249,0.1834,-89.2393,27.4096,28.0223,-164.8913,90,50,-40,37.9123,33.7361,38.467,19.0597,1.4457,0.7163,44.9661,-0.7334,-4.0107,0.9599,0.0971,-0.4861,0.3065,18.9111,0.3758,2.1412,73501045273.5475,4931161.0091,91428914189,0.00015655441135546867,0.06860562204286122,-0.004966253826885643
2012-07-27,575.01,585.83,571.59,585.16,14426300,18.254,18.0977,18.0827,17.9272,17.7227,18.3207,17.9784,18.4741,11.5918,15.893,0.1351,-0.2077,0.3427,27.4392,20.0486,20.0486,38.2056,15.521,46.563,42.6256,-14.7488,0.1351,-66.5711,26.9922,28.1879,-90.5739,80,40,-40,39.0105,23.236,34.0857,21.232,1.3012,0.8105,49.0346,-0.6049,-3.2745,0.9673,0.0416,0.7128,0.4348,18.8961,0.3817,2.1366,73866971169.5603,101392946.9307,91832850992,-0.017567844692049993,0.0327090026659375,-0.01821723972930475
2012-07-30,590.92,599.44,587.82,595.03,13540800,18.2177,18.1104,18.067,17.9814,17.848,18.211,17.9839,18.3989,11.6134,15.9158,0.1049,-0.201,0.3059,26.9051,37.4221,37.4221,63.0796,47.781,96.7799,50.6898,1.3797,0.1049,-44.8071,24.4054,26.9857,-10.9453,70,30,-40,39.9721,1.1245,30.247,29.5743,1.171,1.145,49.8691,-0.3627,-1.9575,0.9804,0.0054,0.3537,0.436,18.8811,0.3872,2.131,73958330875.1709,160706043.2355,92211993771,-0.01658739895467456,0.014789170293934875,-0.043661664117775605
2012-07-31,603.23,611.7,602.72,610.76,16511700,18.2294,18.2082,18.1453,18.1827,18.1581,18.1145,17.9895,18.3401,11.6351,15.9431,0.0859,-0.1793,0.2652,41.2715,66.3437,66.3437,97.7458,81.1143,100.0,60.5169,21.0338,0.0859,-10.1213,23.392,26.561,69.0443,60,20,-40,48.6253,14.2711,26.3919,35.1787,1.0539,1.4048,57.1495,0.1166,0.6294,1.0063,-0.0012,0.8385,0.509,18.8664,0.3993,2.1414,74323868652.5955,286668326.0648,92674321833,-0.025754797301722473,-0.016111074726570227,-0.04381426419542863
2012-08-01,615.905,616.4,603.0,606.81,13732200,18.2311,18.2663,18.1995,18.2929,18.3155,18.0565,17.992,18.3024,11.6567,15.9689,0.0433,-0.1753,0.2186,61.2548,79.9986,79.9986,79.1703,95.1691,88.7275,57.3291,14.6583,0.0433,-20.6681,23.002,26.9322,68.2288,50,100,50,55.4437,19.492,23.6945,35.1681,0.9485,1.4078,51.7919,0.0168,0.0907,1.0009,0.0049,-0.6787,0.4091,18.8517,0.4003,2.1607,74158016304.1912,259366392.1786,92289819849,0.0065094510637597365,-0.05247111946078661,-0.02354938119015831
2012-08-02,602.84,610.69,600.25,607.79,11862800,18.2111,18.3192,18.2588,18.3843,18.4343,18.0638,17.9993,18.2858,11.6784,15.9948,0.0035,-0.1669,0.1704,77.4143,85.9005,85.9005,80.7855,91.4412,85.5962,57.9399,15.8798,0.0035,-18.556,22.1959,26.6889,59.7955,40,90,50,47.1725,14.9413,23.9096,32.3095,0.9377,1.2671,54.6411,-0.1994,-1.063,0.9894,0.0184,0.4741,0.3188,18.8372,0.3922,2.1132,74305642407.2675,271590598.1878,92621978581,-0.0016123990193981773,-0.054146991559584676,-0.013787656920975989
